|,id,name,rating,ratings,vicinity,geometry__location__lat,geometry__location__lng,geometry__viewport,geometry__viewport__lat,geometry__viewport__lng,website,address,city,zipcode_area,types__001,types__002,types__003,types__004,types__005,types__006,types__007,types__008,types__009
ChIJFYSnYXnJwoARFg5GNTDKnJg,ChIJFYSnYXnJwoARFg5GNTDKnJg,Central House Painting,5,6,"5510 South Central Avenue Suite 3, Los Angeles",33.9926003,-118.2562264,northeast,33.99394773,-118.254997,http://centralhousepainting.com/?utm_source=gmb&utm_medium=referral,5510 South Central Avenue Suite 3, Los Angeles,90240,painter,,,,,,,,
ChIJiX1fHlfIwoARmwX6NbZGvis,ChIJiX1fHlfIwoARmwX6NbZGvis,Subway,4,184,"5701 South Central Avenue A, Los Angeles",33.9906077,-118.2569012,northeast,33.99193258,-118.2555057,https://order.subway.com/en-us/restaurant/55449/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=55449&utm_campaign=evergreen-2020&y_source=1_MTQ5MTI0OTgtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,5701 South Central Avenue A, Los Angeles,90240,meal_takeaway,restaurant,food,,,,,,
ChIJ33HyEVfIwoARhVVY8P0RfoI,ChIJ33HyEVfIwoARhVVY8P0RfoI,Snack Shack Original,4.6,294,"5630 South Central Avenue #5630, Los Angeles",33.991422,-118.2562501,northeast,33.99277148,-118.2550081,,5630 South Central Avenue #5630, Los Angeles,90240,restaurant,food,,,,,,,
ChIJA44WDFfIwoARGbO5KlsrGvc,ChIJA44WDFfIwoARGbO5KlsrGvc,Smog Check,,,United States,33.9915844,-118.2560286,northeast,33.99294618,-118.2547317,,,United States,90240,car_repair,,,,,,,,
ChIJ8VJJbVfIwoARqx2cL9HVhVE,ChIJ8VJJbVfIwoARqx2cL9HVhVE,Central Smog,4.4,9,"5602 South Central Avenue, Los Angeles",33.991584,-118.2560259,northeast,33.99294613,-118.2547303,,5602 South Central Avenue, Los Angeles,90240,car_repair,,,,,,,,
ChIJdwRI-93JwoARmICihPUWtq0,ChIJdwRI-93JwoARmICihPUWtq0,Lion Transmission,2.1,7,"5602 South Central Avenue, Los Angeles",33.9916555,-118.2559926,northeast,33.99300328,-118.2547114,http://www.lionstransmission.com/,5602 South Central Avenue, Los Angeles,90240,car_repair,,,,,,,,
ChIJ8VJJbVfIwoARl7v3FkU9YvU,ChIJ8VJJbVfIwoARl7v3FkU9YvU,R & J Auto Repair,5,1,"5602 South Central Avenue, Los Angeles",33.991677,-118.2559812,northeast,33.99302623,-118.2547059,,5602 South Central Avenue, Los Angeles,90240,car_repair,,,,,,,,
ChIJNVJ-clfIwoARClVtgGB8mEk,ChIJNVJ-clfIwoARClVtgGB8mEk,Central Auto Parts,4.5,17,"5600 South Central Avenue, Los Angeles",33.9919221,-118.2563106,northeast,33.99320628,-118.25496,,5600 South Central Avenue, Los Angeles,90240,car_repair,store,,,,,,,
ChIJb7dDFFfIwoAR8trkTUZr6XE,ChIJb7dDFFfIwoAR8trkTUZr6XE,Hopics,,,United States,33.9914448,-118.2567877,northeast,33.99279323,-118.2554184,,,United States,90240,,,,,,,,,
ChIJs8gEaVfIwoARGUbXHKda-BY,ChIJs8gEaVfIwoARGUbXHKda-BY,Navarros Aca Car,1.5,2,"5515 South Central Avenue, Los Angeles",33.9920992,-118.2566147,northeast,33.99344833,-118.2551899,,5515 South Central Avenue, Los Angeles,90240,,,,,,,,,
ChIJbwXhcVfIwoARKR1-yWPtihc,ChIJbwXhcVfIwoARKR1-yWPtihc,Iglesia Lucero De Jesucristo,,,Los Angeles,33.9921682,-118.2563031,northeast,33.99346658,-118.254954,,,Los Angeles,90240,church,place_of_worship,,,,,,,
ChIJn5q_blfIwoAR-4TC5zP2qOI,ChIJn5q_blfIwoAR-4TC5zP2qOI,Corte De Pelo,5,1,"5515 South Central Avenue, Los Angeles",33.9921037,-118.2567434,northeast,33.99345283,-118.2552543,,5515 South Central Avenue, Los Angeles,90240,hair_care,health,,,,,,,
ChIJEbXVZFfIwoARdLAcXpbbSDA,ChIJEbXVZFfIwoARdLAcXpbbSDA,La Cig & 99 Tobacco & Market,4,1,"5512 South Central Avenue, Los Angeles",33.9921848,-118.2566321,northeast,33.99353393,-118.2551988,,5512 South Central Avenue, Los Angeles,90240,store,,,,,,,,
ChIJI2LsVqvJwoARBnQWFAJtzTE,ChIJI2LsVqvJwoARBnQWFAJtzTE,"Los Angeles California, skid row",,,"1122 East 57th Street, Los Angeles",33.9910136,-118.2559496,northeast,33.99241873,-118.2545993,,1122 East 57th Street, Los Angeles,90240,grocery_or_supermarket,food,store,,,,,,
ChIJyeHDZVfIwoARIDneuO_64fc,ChIJyeHDZVfIwoARIDneuO_64fc,Arbys Liquor,5,2,Los Angeles,33.9921992,-118.2567281,northeast,33.99354843,-118.2552468,,,Los Angeles,90240,liquor_store,store,,,,,,,
ChIJY_2Tb1fIwoARo3MT6nT2dAw,ChIJY_2Tb1fIwoARo3MT6nT2dAw,Hola Bargain,4.3,21,"5526 South Central Avenue, Los Angeles",33.9922856,-118.2563182,northeast,33.99363443,-118.255042,,5526 South Central Avenue, Los Angeles,90240,store,,,,,,,,
ChIJUzBGcVfIwoARGRej8nJXgBM,ChIJUzBGcVfIwoARGRej8nJXgBM,Academia Deportiva De TaeKwonDo,5,2,"1117 East 56th Street, Los Angeles",33.9922439,-118.2560005,northeast,33.99350463,-118.2546514,,1117 East 56th Street, Los Angeles,90240,health,,,,,,,,
ChIJc0Y1GlfIwoARLV43N3lQP5k,ChIJc0Y1GlfIwoARLV43N3lQP5k,Smoke Shop,,,"5627 South Central Avenue, Los Angeles",33.990909,-118.2566019,northeast,33.99225823,-118.2551822,,5627 South Central Avenue, Los Angeles,90240,store,,,,,,,,
ChIJ5_jsb1fIwoAR6Z8mOMgdNq0,ChIJ5_jsb1fIwoAR6Z8mOMgdNq0,K S Discount,5,3,"5524 South Central Avenue, Los Angeles",33.9923166,-118.2562695,northeast,33.99366538,-118.2550176,,5524 South Central Avenue, Los Angeles,90240,store,,,,,,,,
ChIJNzVrG1fIwoARoUnBy71Gdhc,ChIJNzVrG1fIwoARoUnBy71Gdhc,Raquuelitos Mini Market,3.8,5,"5710 South Central Avenue, Los Angeles",33.9908487,-118.2563102,northeast,33.99219738,-118.2550362,,5710 South Central Avenue, Los Angeles,90240,,,,,,,,,
ChIJHYHGG1fIwoARlXCdX-KQAkc,ChIJHYHGG1fIwoARlXCdX-KQAkc,Jose Furniture,4,6,"5633 South Central Avenue, Los Angeles",33.9908511,-118.2566129,northeast,33.99220038,-118.2551875,,5633 South Central Avenue, Los Angeles,90240,furniture_store,home_goods_store,store,,,,,,
ChIJC6n0ZVfIwoAR1CrAUUaDQ7g,ChIJC6n0ZVfIwoAR1CrAUUaDQ7g,Joan's Fashion,,,"5505 South Central Avenue, Los Angeles",33.992359,-118.2566537,northeast,33.99370818,-118.2552098,,5505 South Central Avenue, Los Angeles,90240,clothing_store,store,,,,,,,
ChIJv7jKE7TJwoAR4P0Jp14uEkk,ChIJv7jKE7TJwoAR4P0Jp14uEkk,GARCIA MINI MARKET/ SIGUE ENVIOS DE DINERO,,,"4806, 1/2 South Central Avenue, Los Angeles",33.9922908,-118.2568356,northeast,33.99364018,-118.2553007,,4806, 1/2 South Central Avenue,90240,finance,,,,,,,,
ChIJL8hMA1fIwoARtM51YWAb2n0,ChIJL8hMA1fIwoARtM51YWAb2n0,Iglesia Nision Jesucristo Renanente Fiel,,,"5714 South Central Avenue, Los Angeles",33.990761,-118.2563146,northeast,33.99210973,-118.2550381,,5714 South Central Avenue, Los Angeles,90240,church,place_of_worship,,,,,,,
ChIJFxS1RrjJwoARvzg3q_i66xg,ChIJFxS1RrjJwoARvzg3q_i66xg,Bright Star Furniture,5,1,"5631 South Central Avenue, Los Angeles",33.9908379,-118.256769,northeast,33.99218748,-118.2552655,https://brightstarfurniture.com/,5631 South Central Avenue, Los Angeles,90240,,,,,,,,,
ChIJx4NMA1fIwoAR-dNlDd96190,ChIJx4NMA1fIwoAR-dNlDd96190,Mobile Eagle Home Improvements,,,"5714 South Central Avenue, Los Angeles",33.990754,-118.256096,northeast,33.99210228,-118.2549288,,5714 South Central Avenue, Los Angeles,90240,general_contractor,,,,,,,,
ChIJb1HVAlfIwoAR3qjJPgMNO9k,ChIJb1HVAlfIwoAR3qjJPgMNO9k,Recycling,1,1,"5726 South Central Avenue, Los Angeles",33.9906576,-118.256312,northeast,33.99200493,-118.2550369,,5726 South Central Avenue, Los Angeles,90240,,,,,,,,,
ChIJx6M_QozJwoAR31g1f46dN1k,ChIJx6M_QozJwoAR31g1f46dN1k,Rena Ware Distributor Jesus Navarro,,,"1050 East 55th Street, Los Angeles",33.9923179,-118.25719,northeast,33.99377243,-118.2558419,,1050 East 55th Street, Los Angeles,90240,furniture_store,home_goods_store,store,,,,,,
ChIJw7VMHVfIwoARV--9BqmxDuQ,ChIJw7VMHVfIwoARV--9BqmxDuQ,L.A. CRANK,4.2,17,"5728 South Central Avenue, Los Angeles",33.9905351,-118.2563203,northeast,33.99188443,-118.2550415,,5728 South Central Avenue, Los Angeles,90240,car_repair,,,,,,,,
ChIJq6p6-lbIwoARLXw_sGYC3io,ChIJq6p6-lbIwoARLXw_sGYC3io,AF Furniture,,,"5800 South Central Avenue, Los Angeles",33.9899511,-118.2560885,northeast,33.99129878,-118.254926,http://www.affurniturewholesale.com/5.html,5800 South Central Avenue, Los Angeles,90240,furniture_store,home_goods_store,store,,,,,,
ChIJsQJH5FbIwoARQsGRwi3f3_o,ChIJsQJH5FbIwoARQsGRwi3f3_o,Izalco Smog Check,4.7,9,"5801 South Central Avenue, Los Angeles",33.989979,-118.2568463,northeast,33.99139603,-118.2554956,,5801 South Central Avenue, Los Angeles,90240,car_repair,,,,,,,,
ChIJo3a84FbIwoARTkAhQ8d7W_w,ChIJo3a84FbIwoARTkAhQ8d7W_w,Del Rey Auto Body Shop,4.9,9,"5801 South Central Avenue Suite #I, Los Angeles",33.9900345,-118.2565866,northeast,33.99142728,-118.2552464,http://www.delreyautobody.com/,5801 South Central Avenue Suite #I, Los Angeles,90240,car_repair,,,,,,,,
ChIJZ-Mo7ZjJwoARp6Hr1xBsqXs,ChIJZ-Mo7ZjJwoARp6Hr1xBsqXs,La Roca Auto Body Repair,5,2,"5809 South Central Avenue, Los Angeles",33.989823,-118.2566002,northeast,33.99117248,-118.2551813,,5809 South Central Avenue, Los Angeles,90240,car_repair,,,,,,,,
ChIJAYPy5VbIwoARfbbsv9XnjbQ,ChIJAYPy5VbIwoARfbbsv9XnjbQ,A.Cabinets Carpinteria,,,"5809 South Central Avenue, Los Angeles",33.989823,-118.2566002,northeast,33.99117248,-118.2551813,,5809 South Central Avenue, Los Angeles,90240,furniture_store,home_goods_store,store,,,,,,
ChIJIdyV4VbIwoARsUqKRX5HnVM,ChIJIdyV4VbIwoARsUqKRX5HnVM,Tinas Electronic Store,4.5,2,"5717 South Central Avenue, Los Angeles",33.9902827,-118.2566005,northeast,33.99163133,-118.2551826,,5717 South Central Avenue, Los Angeles,90240,electronics_store,store,,,,,,,
ChIJ1dwUFs7JwoARflv4O17BEdo,ChIJ1dwUFs7JwoARflv4O17BEdo,Tacos El Champ,5,7,"5821 South Central Avenue, Los Angeles",33.9896173,-118.2567052,northeast,33.99096718,-118.2552327,https://m.facebook.com/TacosElChampEstiloTijuana,5821 South Central Avenue, Los Angeles,90240,restaurant,food,,,,,,,
ChIJX0bUCSPJwoARFt3H2cslWzo,ChIJX0bUCSPJwoARFt3H2cslWzo,Central Auto Body,5,6,"5801 South Central Avenue #A, Los Angeles",33.989979,-118.2568463,northeast,33.99139603,-118.2554956,https://centralautobody.business.site/,5801 South Central Avenue #A, Los Angeles,90240,car_repair,,,,,,,,
ChIJ-Q3P4FbIwoARsQLeQOWvaik,ChIJ-Q3P4FbIwoARsQLeQOWvaik,Mecanica General,3.4,9,"5801 South Central Avenue, Los Angeles",33.989979,-118.2568463,northeast,33.99139603,-118.2554956,,5801 South Central Avenue, Los Angeles,90240,car_repair,,,,,,,,
ChIJmXEh6VbIwoARN7vP3Jstt1U,ChIJmXEh6VbIwoARN7vP3Jstt1U,Express Hardware #2,4.6,69,"5821 South Central Avenue, Los Angeles",33.9896138,-118.2567715,northeast,33.99096393,-118.2552658,,5821 South Central Avenue, Los Angeles,90240,hardware_store,store,,,,,,,
ChIJ09y5qHXJwoARwhICSMaT2Ao,ChIJ09y5qHXJwoARwhICSMaT2Ao,CENTRAL TRANSMISSION,,,"5801 South Central Avenue #D, Los Angeles",33.9900953,-118.2569564,northeast,33.99143448,-118.2556077,,5801 South Central Avenue #D, Los Angeles,90240,car_repair,,,,,,,,
ChIJ2wST41bIwoARR3wdIYoqSXU,ChIJ2wST41bIwoARR3wdIYoqSXU,Gonzalez Mufflers,3.5,4,"5801 South Central Avenue Unit B, Los Angeles",33.9900953,-118.2569564,northeast,33.99143448,-118.2556077,,5801 South Central Avenue Unit B, Los Angeles,90240,car_repair,store,,,,,,,
ChIJ0RDi4VbIwoARESHBruAF0Gc,ChIJ0RDi4VbIwoARESHBruAF0Gc,Central Smog Check,5,4,"5711S South Central Avenue, Los Angeles",33.9903841,-118.2567474,northeast,33.99173233,-118.2552556,,5711S South Central Avenue, Los Angeles,90240,car_repair,,,,,,,,
ChIJZ0n6HVfIwoARcovmlvH5fCA,ChIJZ0n6HVfIwoARcovmlvH5fCA,Audio Masters,5,11,"5711 South Central Avenue Suite A, Los Angeles",33.990425,-118.2567361,northeast,33.99177323,-118.2552498,,5711 South Central Avenue Suite A, Los Angeles,90240,electronics_store,store,,,,,,,
ChIJyxanjFDIwoARDyBAge0TCwA,ChIJyxanjFDIwoARDyBAge0TCwA,NuCentury Cabinets INC,4,1,"5609 1/2 McKinley Avenue, Los Angeles",33.9907934,-118.2609477,northeast,33.99214273,-118.2595443,http://nucenturycabinets.com/,5609 1/2 McKinley Avenue, Los Angeles,90240,,,,,,,,,
ChIJW9t0L1HIwoARwBk-xN-B4K0,ChIJW9t0L1HIwoARwBk-xN-B4K0,"Julie's Trading Company, Inc",3.5,4,"909 East Slauson Avenue, Los Angeles",33.9895384,-118.2593438,northeast,33.99086088,-118.2579946,http://www.juliestrading.com/,909 East Slauson Avenue, Los Angeles,90240,clothing_store,store,,,,,,,
ChIJS4-6XlDIwoAR8myYGq2Wkzs,ChIJS4-6XlDIwoAR8myYGq2Wkzs,De Gloriana,4.1,21,"5720 Paloma Avenue, Los Angeles",33.9901644,-118.2618063,northeast,33.99147078,-118.2604568,https://www.facebook.com/DeGloriana/,5720 Paloma Avenue, Los Angeles,90240,,,,,,,,,
ChIJoQbZ7VDIwoARuGIniECXwps,ChIJoQbZ7VDIwoARuGIniECXwps,PFD KINGS,5,1,"5710 McKinley Avenue, Los Angeles",33.990406,-118.260578,northeast,33.99175418,-118.2593577,,5710 McKinley Avenue, Los Angeles,90240,clothing_store,store,,,,,,,
ChIJecrpXsHJwoARX52D7PLYCQI,ChIJecrpXsHJwoARX52D7PLYCQI,BeeYouTeeFull,5,1,"882 East 57th Street, Los Angeles",33.9904714,-118.2601084,northeast,33.99192873,-118.2587606,,882 East 57th Street, Los Angeles,90240,store,,,,,,,,
ChIJAQCs8FDIwoARIY2BCsw-YTs,ChIJAQCs8FDIwoARIY2BCsw-YTs,Perfect Sofa,3,2,"5715 McKinley Avenue, Los Angeles",33.9899778,-118.2610449,northeast,33.99132748,-118.2595891,https://perfectsofa.com/pages/policies,5715 McKinley Avenue, Los Angeles,90240,home_goods_store,store,,,,,,,
ChIJs0PEhgjJwoARf7foMVvximI,ChIJs0PEhgjJwoARf7foMVvximI,"JY Apparel, Inc",,,"801 East Slauson Avenue, Los Angeles",33.9896193,-118.2605682,northeast,33.99089603,-118.2592187,https://jy-apparel-inc.business.site/?utm_source=gmb&utm_medium=referral,801 East Slauson Avenue, Los Angeles,90240,,,,,,,,,
ChIJpSk1-lDIwoARoY7R5Nlw-Cg,ChIJpSk1-lDIwoARoY7R5Nlw-Cg,Charter Breeze,4,1,"5731 McKinley Avenue, Los Angeles",33.9898136,-118.2609872,northeast,33.99109118,-118.2596367,http://www.charterbreeze.com/contact-charter-breeze-los-angeles-bus-rental.html,5731 McKinley Avenue, Los Angeles,90240,,,,,,,,,
ChIJwx4Jy67JwoARamdJ81xEio4,ChIJwx4Jy67JwoARamdJ81xEio4,Focus Media Video Production LA,5,4,"5716 McKinley Avenue, Los Angeles",33.989845,-118.259706,northeast,33.99119393,-118.2583564,https://www.focusmediavp.com/,5716 McKinley Avenue, Los Angeles,90240,,,,,,,,,
ChIJU2AeYVfIwoAREnZur8c51L4,ChIJU2AeYVfIwoAREnZur8c51L4,Central De Materiales El Rey,3.9,9,"5609 McKinley Avenue, Los Angeles",33.9908075,-118.2609272,northeast,33.99215678,-118.2595342,,5609 McKinley Avenue, Los Angeles,90240,store,,,,,,,,
ChIJyeMQj1DIwoAR1qHU10fOAso,ChIJyeMQj1DIwoAR1qHU10fOAso,Avn Inc,3.8,5,"5607 McKinley Avenue, Los Angeles",33.9907608,-118.2610855,northeast,33.99211058,-118.2596131,,5607 McKinley Avenue, Los Angeles,90240,storage,,,,,,,,
ChIJ61itjlDIwoARWOo00W8o0UE,ChIJ61itjlDIwoARWOo00W8o0UE,Barbacoa Estilo Taxco,4.5,87,Los Angeles,33.9909397,-118.2609974,northeast,33.99232438,-118.2596488,,,Los Angeles,90240,restaurant,food,,,,,,,
ChIJ27igLlfIwoARtfUQu9glU5o,ChIJ27igLlfIwoARtfUQu9glU5o,DJ Latino Los Angeles,,,"996 East 57th Street, Los Angeles",33.990425,-118.258139,northeast,33.99191308,-118.2567916,,996 East 57th Street, Los Angeles,90240,home_goods_store,food,store,,,,,,
ChIJ27igLlfIwoARTg7sPhWVsLk,ChIJ27igLlfIwoARTg7sPhWVsLk,Handyman Los Angeles,3,2,"996 East 57th Street, Los Angeles",33.990425,-118.258139,northeast,33.99191308,-118.2567916,,996 East 57th Street, Los Angeles,90240,roofing_contractor,general_contractor,,,,,,,
ChIJr6YG01bIwoARMIpXCYVq9_A,ChIJr6YG01bIwoARMIpXCYVq9_A,J F Finishing,,,"961 Slauson Avenue, Los Angeles",33.989856,-118.258338,northeast,33.99120333,-118.2570755,,961 Slauson Avenue, Los Angeles,90240,painter,,,,,,,,
ChIJnTDS2lbIwoAROgwKQ4O7SYw,ChIJnTDS2lbIwoAROgwKQ4O7SYw,Tool Specialty Co,,,"1011 Slauson Avenue, Los Angeles",33.989551,-118.2578012,northeast,33.99086823,-118.256452,http://www.toolspecialty.com/,1011 Slauson Avenue, Los Angeles,90240,,,,,,,,,
ChIJjc6N1lbIwoARJ9drf9CIZuc,ChIJjc6N1lbIwoARJ9drf9CIZuc,Office Trailer Sales,,,"1001 Slauson Avenue #1865, Los Angeles",33.989866,-118.2580719,northeast,33.99115078,-118.2567651,http://officetrailersales.com/,1001 Slauson Avenue #1865, Los Angeles,90240,store,,,,,,,,
ChIJ27igLlfIwoARz9YgVkIwcto,ChIJ27igLlfIwoARz9YgVkIwcto,Dj Chapin,3.6,7,"996 East 57th Street, Los Angeles",33.990457,-118.2581392,northeast,33.99192908,-118.2567917,,996 East 57th Street, Los Angeles,90240,night_club,,,,,,,,
ChIJfYO4KlHIwoARFfcKFKvlx74,ChIJfYO4KlHIwoARFfcKFKvlx74,Spring Print,3.5,11,"955 Slauson Avenue, Los Angeles",33.989855,-118.258569,northeast,33.99120433,-118.2572001,,955 Slauson Avenue, Los Angeles,90240,,,,,,,,,
ChIJ48hMdNm64RQRTKKedW_8DBs,ChIJ48hMdNm64RQRTKKedW_8DBs,Metro Plywood & Hardware,4.5,26,"1001 Slauson Avenue, Los Angeles",33.989643,-118.2580308,northeast,33.99099128,-118.2567437,http://metroplywood.com/?page_id=66,1001 Slauson Avenue, Los Angeles,90240,general_contractor,,,,,,,,
ChIJt0CR2lbIwoARNhR23fcQvkw,ChIJt0CR2lbIwoARNhR23fcQvkw,Fierce Baby Productions,,,"1011 Slauson Avenue, Los Angeles",33.9896097,-118.2577156,northeast,33.99089778,-118.2563662,,1011 Slauson Avenue, Los Angeles,90240,,,,,,,,,
ChIJVWOa0FbIwoAR4fic_cTfqNQ,ChIJVWOa0FbIwoAR4fic_cTfqNQ,Rhode Island Avenue Productions,,,"1011 Slauson Avenue, Los Angeles",33.989551,-118.2578012,northeast,33.99086823,-118.256452,,1011 Slauson Avenue, Los Angeles,90240,,,,,,,,,
ChIJV1YBLFHIwoAREEokHhjMNOI,ChIJV1YBLFHIwoAREEokHhjMNOI,Morrissey Brothers Printers,5,1,"929 Slauson Avenue, Los Angeles",33.9897422,-118.2588796,northeast,33.99096138,-118.2575298,,929 Slauson Avenue, Los Angeles,90240,,,,,,,,,
ChIJiX1fHlfIwoARn0hhx827yPM,ChIJiX1fHlfIwoARn0hhx827yPM,G & A Insurance Services,,,"5701 South Central Avenue, Los Angeles",33.9902079,-118.2569968,northeast,33.99151178,-118.2556489,,5701 South Central Avenue, Los Angeles,90240,insurance_agency,,,,,,,,
ChIJ2Tnr3VbIwoAR_cP5S_sz0ZA,ChIJ2Tnr3VbIwoAR_cP5S_sz0ZA,Masters Car Auto Body Shop,,,"1049 Slauson Avenue, Los Angeles",33.989676,-118.257116,northeast,33.99093228,-118.2557664,,1049 Slauson Avenue, Los Angeles,90240,car_repair,,,,,,,,
ChIJFQlUNXPJwoARudEl1px4LgM,ChIJFQlUNXPJwoARudEl1px4LgM,"GTLA APPAREL DEVELOPMENT, Inc.",,,"919 Slauson Avenue, Los Angeles",33.9896485,-118.2591197,northeast,33.99091398,-118.2577702,https://www.gtlaapparel.com/,919 Slauson Avenue, Los Angeles,90240,,,,,,,,,
ChIJuww9GuTJwoARlzm55P_l3Pc,ChIJuww9GuTJwoARlzm55P_l3Pc,Your Logo Print Inc.,,,"919 Slauson Avenue, Los Angeles",33.9896485,-118.2591197,northeast,33.99091398,-118.2577702,http://www.yourlogoprint.com/,919 Slauson Avenue, Los Angeles,90240,,,,,,,,,
ChIJefoXlFrIwoARFiDDFV9T16c,ChIJefoXlFrIwoARFiDDFV9T16c,"instalación de tile,teja y cantera fernando",1,1,"705 East 55th Street, Los Angeles",33.9926787,-118.262861,northeast,33.99393703,-118.2615108,,705 East 55th Street, Los Angeles,90240,general_contractor,,,,,,,,
ChIJR4SXfVDIwoARjLkSC6z0d5w,ChIJR4SXfVDIwoARjLkSC6z0d5w,United Family Fashions,3.7,3,"5601 McKinley Avenue, Los Angeles",33.9913798,-118.2612009,northeast,33.99272873,-118.2596719,,5601 McKinley Avenue, Los Angeles,90240,store,,,,,,,,
ChIJM5NlglDIwoARRW1KwACy4Fo,ChIJM5NlglDIwoARRW1KwACy4Fo,Adore Knit,,,"5525 McKinley Avenue, Los Angeles",33.9919205,-118.2609417,northeast,33.99326953,-118.2595426,,5525 McKinley Avenue, Los Angeles,90240,,,,,,,,,
ChIJleDVe1rIwoARjKoC6YRjrYA,ChIJleDVe1rIwoARjKoC6YRjrYA,Mariscos El Coral,4.6,167,"5525 McKinley Avenue #4645, Los Angeles",33.9920554,-118.2610247,northeast,33.99340453,-118.2595843,https://mariscos-el-coral.business.site/?utm_source=gmb&utm_medium=referral,5525 McKinley Avenue #4645, Los Angeles,90240,restaurant,food,,,,,,,
ChIJfe4naJu9woARHOmpVtYg2UI,ChIJfe4naJu9woARHOmpVtYg2UI,Cheap Auto Insurance Los Angeles,,,"5525 McKinley Avenue, Los Angeles",33.992086,-118.261022,northeast,33.99343513,-118.259583,,5525 McKinley Avenue, Los Angeles,90240,insurance_agency,,,,,,,,
ChIJAQBAQn3IwoARIDvYNOt9_hA,ChIJAQBAQn3IwoARIDvYNOt9_hA,Acting Pro,3.3,3,"5525 McKinley Avenue, Los Angeles",33.992086,-118.261022,northeast,33.99343498,-118.259673,http://actingprofashion.com/,5525 McKinley Avenue, Los Angeles,90240,clothing_store,store,,,,,,,
ChIJ3_LZZVrIwoARubnKW5NLnPY,ChIJ3_LZZVrIwoARubnKW5NLnPY,Lamination Unlimited,5,1,"5417 McKinley Avenue, Los Angeles",33.992814,-118.261128,northeast,33.99416343,-118.2596371,,5417 McKinley Avenue, Los Angeles,90240,,,,,,,,,
ChIJ4RmdGFvIwoAR9CLSfWxyPB0,ChIJ4RmdGFvIwoAR9CLSfWxyPB0,Pony Express Visa Service,,,"701 East 53rd Street, Los Angeles",33.994404,-118.2628863,northeast,33.99563363,-118.2615356,http://www.ponyexpressvisaservice.com/,701 East 53rd Street, Los Angeles,90240,,,,,,,,,
ChIJAQDw5VrIwoAR6SfeMXFtv_8,ChIJAQDw5VrIwoAR6SfeMXFtv_8,Chelitas Jumpers,5,7,"717 East 54th Street, Los Angeles",33.9934838,-118.2624838,northeast,33.99474633,-118.2611337,,717 East 54th Street, Los Angeles,90240,food,,,,,,,,
ChIJVTNj8FrIwoAREzZMoPMJcWo,ChIJVTNj8FrIwoAREzZMoPMJcWo,rj onsite maintenance,,,"741 East 54th Street, Los Angeles",33.993525,-118.261997,northeast,33.99476908,-118.2606467,,741 East 54th Street, Los Angeles,90240,,,,,,,,,
ChIJ5_Ar7lHJwoARrCwD2-BWwsU,ChIJ5_Ar7lHJwoARrCwD2-BWwsU,Superman LA Roofing | 슈퍼맨 엘에이 루핑,5,4,"787 East 54th Street, Los Angeles",33.9935247,-118.2609535,northeast,33.99487113,-118.2595513,http://la.koreaportal.com/yp/7289-LA-%EC%8A%88%ED%8D%BC%EB%A7%A8-%EB%A3%A8%ED%95%91-LA-%EC%97%98%EC%97%90%EC%9D%B4-%EB%A3%A8%ED%95%91-%EC%97%98%EC%97%90%EC%9D%B4-%EC%A7%80%EB%B6%95%EC%88%98%EB%A6%AC-%ED%9A%8C%EC%82%AC,787 East 54th Street, Los Angeles,90240,roofing_contractor,,,,,,,,
ChIJ1UEETQDJwoARbUNs0wXoY5o,ChIJ1UEETQDJwoARbUNs0wXoY5o,B & B Market beer and wine,3.6,15,"787 East 54th Street, Los Angeles",33.9934878,-118.2609768,northeast,33.99485268,-118.2595629,,787 East 54th Street, Los Angeles,90240,grocery_or_supermarket,food,store,,,,,,
ChIJ-3G8tqvJwoAR6VEZjd4tKlA,ChIJ-3G8tqvJwoAR6VEZjd4tKlA,Iron works santizo,,,"930 East 54th Street, Los Angeles",33.9932023,-118.2593547,northeast,33.99466943,-118.2580072,https://iron-works-santizo-welder.negocio.site/?utm_source=gmb&utm_medium=referral,930 East 54th Street, Los Angeles,90240,,,,,,,,,
ChIJq6oa-lnIwoARCSamfZ_Onpw,ChIJq6oa-lnIwoARCSamfZ_Onpw,Jessatouch,5,1,"998 East 54th Street, Los Angeles",33.9932149,-118.2580985,northeast,33.99468123,-118.2567511,http://jessatouchhairstudio.booksy.com/,998 East 54th Street, Los Angeles,90240,hair_care,,,,,,,,
ChIJb4ujclvIwoARD78glT4qp2Q,ChIJb4ujclvIwoARD78glT4qp2Q,Integrity and Quality Tile,3,1,"738 East 52nd Street, Los Angeles",33.9956495,-118.2621368,northeast,33.99705738,-118.2607882,http://iqtileandstone.com/,738 East 52nd Street, Los Angeles,90240,general_contractor,,,,,,,,
ChIJET6ucdXJwoARwSkozvttjgA,ChIJET6ucdXJwoARwSkozvttjgA,Zel Oil Store,,,"751 East 52nd Street, Los Angeles",33.9960612,-118.2618836,northeast,33.99726408,-118.2605332,,751 East 52nd Street, Los Angeles,90240,store,,,,,,,,
