|,id,name,rating,ratings,vicinity,geometry__location__lat,geometry__location__lng,geometry__viewport,geometry__viewport__lat,geometry__viewport__lng,website,address,city,zipcode_area,types__001,types__002,types__003,types__004,types__005,types__006,types__007,types__008,types__009
ChIJ5ZDXiqrAwoARPeuhtPiCd5Y,ChIJ5ZDXiqrAwoARPeuhtPiCd5Y,Dennis Y Kim M.D.| Kaiser Permanente,,,"4950 Sunset Boulevard, Los Angeles",34.0977611,-118.2980154,northeast,34.09929978,-118.2966219,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=3178512&kpSearch=,4950 Sunset Boulevard, Los Angeles,90027,doctor,health,,,,,,,
ChIJ5ZDXiqrAwoARRCZtM18E4I8,ChIJ5ZDXiqrAwoARRCZtM18E4I8,Timothy C Tran M.D.| Kaiser Permanente,3,2,"4950 Sunset Boulevard, Los Angeles",34.0977611,-118.2980154,northeast,34.09929978,-118.2966219,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=8522375&kpSearch=,4950 Sunset Boulevard, Los Angeles,90027,doctor,health,,,,,,,
ChIJ5ZDXiqrAwoARnLoaoIRe7ZE,ChIJ5ZDXiqrAwoARnLoaoIRe7ZE,John P Martin M.D.| Kaiser Permanente,,,"4950 Sunset Boulevard, Los Angeles",34.0977611,-118.2980154,northeast,34.09929978,-118.2966219,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=8374339&kpSearch=,4950 Sunset Boulevard, Los Angeles,90027,doctor,health,,,,,,,
ChIJ5ZDXiqrAwoARYY-gkqSWlX0,ChIJ5ZDXiqrAwoARYY-gkqSWlX0,Garrison M Tong M.D.| Kaiser Permanente,,,"4950 Sunset Boulevard, Los Angeles",34.0977611,-118.2980154,northeast,34.09929978,-118.2966219,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=4002838&kpSearch=,4950 Sunset Boulevard, Los Angeles,90027,doctor,health,,,,,,,
ChIJ5ZDXiqrAwoAROtnDpp7jb9w,ChIJ5ZDXiqrAwoAROtnDpp7jb9w,Diem L Tran M.D.| Kaiser Permanente,5,1,"4950 Sunset Boulevard, Los Angeles",34.0977611,-118.2980154,northeast,34.09929978,-118.2966219,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=2735746&kpSearch=,4950 Sunset Boulevard, Los Angeles,90027,doctor,health,,,,,,,
ChIJ5ZDXiqrAwoARAAjnMmOTwaI,ChIJ5ZDXiqrAwoARAAjnMmOTwaI,Sara Samie M.D.,,,"4950 Sunset Boulevard, Los Angeles",34.0977611,-118.2980154,northeast,34.09929978,-118.2966219,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=0327800&kpSearch=,4950 Sunset Boulevard, Los Angeles,90027,doctor,health,,,,,,,
ChIJ5ZDXiqrAwoARowuV3yj1CIg,ChIJ5ZDXiqrAwoARowuV3yj1CIg,Nicole K Morris M.D.| Kaiser Permanente,,,"4950 Sunset Boulevard, Los Angeles",34.0977611,-118.2980154,northeast,34.09929978,-118.2966219,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=7418713&kpSearch=,4950 Sunset Boulevard, Los Angeles,90027,doctor,health,,,,,,,
ChIJ5ZDXiqrAwoARDbwYbtP4T4s,ChIJ5ZDXiqrAwoARDbwYbtP4T4s,Charles S Thomas M.D.| Kaiser Permanente,,,"4950 Sunset Boulevard, Los Angeles",34.0977611,-118.2980154,northeast,34.09929978,-118.2966219,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=8312614&kpSearch=,4950 Sunset Boulevard, Los Angeles,90027,doctor,health,,,,,,,
ChIJ5ZDXiqrAwoARVkd7bbdph4g,ChIJ5ZDXiqrAwoARVkd7bbdph4g,Parmis Pouya M.D.| Kaiser Permanente,,,"4950 Sunset Boulevard, Los Angeles",34.0977611,-118.2980154,northeast,34.09929978,-118.2966219,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=8609926&kpSearch=,4950 Sunset Boulevard, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARMMSzQ9Fg_OM,ChIJEVAsq6vAwoARMMSzQ9Fg_OM,Hanson Rebecca MD,,,"1505 North Edgemont Street, Los Angeles",34.0983945,-118.2964342,northeast,34.09976883,-118.2949475,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoAR1l_5t-1Ssts,ChIJEVAsq6vAwoAR1l_5t-1Ssts,Ruskin Joel MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,http://healthy.kaiserpermanente.org/,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJoSifeqvAwoARRvxuXEHHP_U,ChIJoSifeqvAwoARRvxuXEHHP_U,Fukami Yohsuke MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,http://healthy.kaiserpermanente.org/,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoAR50T67Xe7Kac,ChIJEVAsq6vAwoAR50T67Xe7Kac,Berger Andrew T MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,https://healthy.kaiserpermanente.org/southern-california/physicians/andrew-berger-1014871,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARoQXSCSwWLVA,ChIJEVAsq6vAwoARoQXSCSwWLVA,"Bruce Edward Enos, MD | Kaiser Permanente",5,1,"1505 North Edgemont Street, Los Angeles",34.0983945,-118.2964343,northeast,34.09976883,-118.2949475,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=0921267&kpSearch=,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARgFfERAH7yeI,ChIJEVAsq6vAwoARgFfERAH7yeI,Simmons Virginia J MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARqK0CAUkfRJE,ChIJEVAsq6vAwoARqK0CAUkfRJE,Hardley Tina L MD,5,2,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARqoGlLThvaGo,ChIJEVAsq6vAwoARqoGlLThvaGo,"Fauzy Mahomar, MD | Kaiser Permanente",5,1,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=6985237&kpSearch=,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoAR3Nxv-JeRN4U,ChIJEVAsq6vAwoAR3Nxv-JeRN4U,Der Dennis MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARlfksAY1M64Q,ChIJEVAsq6vAwoARlfksAY1M64Q,Terasaki Keith MD,,,"1505 North Edgemont Street, Los Angeles",34.0984183,-118.2963979,northeast,34.09978073,-118.2949293,https://healthy.kaiserpermanente.org/southern-california/physicians/keith-terasaki-3047882,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARtdAxGlYrZzQ,ChIJEVAsq6vAwoARtdAxGlYrZzQ,"Dr. Ani B. Darakjian, MD",,,"1505 North Edgemont Street, Los Angeles",34.0984183,-118.2963979,northeast,34.09978073,-118.2949293,https://healthy.kaiserpermanente.org/southern-california/physicians/ani-darakjian-2626899,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARQe3iJQeCzak,ChIJEVAsq6vAwoARQe3iJQeCzak,"Dr. Kenneth D. Riemer, MD",,,"1505 North Edgemont Street, Los Angeles",34.0984183,-118.2963979,northeast,34.09978073,-118.2949293,http://healthy.kaiserpermanente.org/,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJD0TvpavAwoARE4TMHiUPcP8,ChIJD0TvpavAwoARE4TMHiUPcP8,"Dr. Corine A. Yee, MD",,,"1505 North Edgemont Street, Los Angeles",34.0984183,-118.2963979,northeast,34.09978073,-118.2949293,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARxH9Fz2Rrj6Y,ChIJEVAsq6vAwoARxH9Fz2Rrj6Y,Mull Brendan MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoAR1i3CQ9x2eNA,ChIJEVAsq6vAwoAR1i3CQ9x2eNA,Raines E Gary MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJvWqmAavAwoARQTP8vKPWIro,ChIJvWqmAavAwoARQTP8vKPWIro,Kaiser Permanente,3.6,7,"1505 North Edgemont Street, Los Angeles",34.0983369,-118.296499,northeast,34.09974003,-118.2949799,https://healthy.kaiserpermanente.org/,1505 North Edgemont Street, Los Angeles,90027,health,,,,,,,,
ChIJEVAsq6vAwoARJqyIjn-sn_4,ChIJEVAsq6vAwoARJqyIjn-sn_4,Fong Caroline L MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARnmP0jRGv5Nk,ChIJEVAsq6vAwoARnmP0jRGv5Nk,Jeng Karen,,,"1505 North Edgemont Street #2, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street #2, Los Angeles,90027,pharmacy,health,store,,,,,,
ChIJEVAsq6vAwoARDFl9rSLM2qg,ChIJEVAsq6vAwoARDFl9rSLM2qg,Greathouse Hugh E MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoAROs4FUzzCIVM,ChIJEVAsq6vAwoAROs4FUzzCIVM,Covington Kimberly B MD,,,"1505 North Edgemont Street # 4, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street # 4, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoAR9fUGgFBF2j8,ChIJEVAsq6vAwoAR9fUGgFBF2j8,Azzam Ramzi I MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARO5rEqstqQ9s,ChIJEVAsq6vAwoARO5rEqstqQ9s,Brown Charles F MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJKfGJqavAwoARCA3xYxnzHKw,ChIJKfGJqavAwoARCA3xYxnzHKw,"Dr. Sonu M. Brara, MD",,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARjlQrQDnaFG4,ChIJEVAsq6vAwoARjlQrQDnaFG4,Zaytsev Igor Viktor MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoAR_LMO_R3csvw,ChIJEVAsq6vAwoAR_LMO_R3csvw,Ngo Michael H MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJc01_86rAwoARH5m1hUR5qRY,ChIJc01_86rAwoARH5m1hUR5qRY,Malone Carol Lynn MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARXCKX94ZKcu0,ChIJEVAsq6vAwoARXCKX94ZKcu0,Lam Cuong H MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoAR32b95fVHcFU,ChIJEVAsq6vAwoAR32b95fVHcFU,Babbitz Jesse D MD,,,"1505 North Edgemont Street # 4, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street # 4, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARt0h-6Fy1Ue0,ChIJEVAsq6vAwoARt0h-6Fy1Ue0,Lee Eric MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARMkfgQuS6_oo,ChIJEVAsq6vAwoARMkfgQuS6_oo,Malik Sachin B MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARa6k-ijgoxTY,ChIJEVAsq6vAwoARa6k-ijgoxTY,Greenblatt Kellie MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARmlIBF7AchvU,ChIJEVAsq6vAwoARmlIBF7AchvU,Richard Frances C MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARxt4g6nvu4JU,ChIJEVAsq6vAwoARxt4g6nvu4JU,Mozqueda Fernando T MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARXPZMBhD4HMg,ChIJEVAsq6vAwoARXPZMBhD4HMg,Pham Haison a MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARSnRdMJw9ocM,ChIJEVAsq6vAwoARSnRdMJw9ocM,Ellingson James J MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARnuhQR62VddY,ChIJEVAsq6vAwoARnuhQR62VddY,Weaver John P MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARyBqe9Ou7D1s,ChIJEVAsq6vAwoARyBqe9Ou7D1s,Lin Leah M MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARaCzDSvCmr-w,ChIJEVAsq6vAwoARaCzDSvCmr-w,Wong Arthur H MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARFZfYbzOhhLQ,ChIJEVAsq6vAwoARFZfYbzOhhLQ,Hsu Joe Y MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARW_ss9-9V8S8,ChIJEVAsq6vAwoARW_ss9-9V8S8,Vokshoor Amir A MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARJoCuPbXtmy8,ChIJEVAsq6vAwoARJoCuPbXtmy8,Pham Hong P MD,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARbJ6OqFDFedw,ChIJEVAsq6vAwoARbJ6OqFDFedw,Schweitzer Jeffrey S MD,,,"1505 North Edgemont Street # 4, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,,1505 North Edgemont Street # 4, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARuvIXgg5-uFk,ChIJEVAsq6vAwoARuvIXgg5-uFk,Kerrigan Hai Linh T,,,"1505 North Edgemont Street #2, Los Angeles",34.0984532,-118.2964955,northeast,34.09977683,-118.294978,,1505 North Edgemont Street #2, Los Angeles,90027,pharmacy,health,store,,,,,,
ChIJKfGJqavAwoARJJVRGPaKmSk,ChIJKfGJqavAwoARJJVRGPaKmSk,"Dr. Lauren Y. Peng, MD",,,"1505 North Edgemont Street, Los Angeles",34.0984183,-118.2963979,northeast,34.09978073,-118.2949293,http://healthy.kaiserpermanente.org/,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARCGKmDWs6Es0,ChIJEVAsq6vAwoARCGKmDWs6Es0,"Joseph C. Chang, PharmD",,,"1505 North Edgemont Street, Los Angeles",34.0984183,-118.2963979,northeast,34.09978073,-118.2949293,,1505 North Edgemont Street, Los Angeles,90027,pharmacy,health,store,,,,,,
ChIJKfGJqavAwoARCakNUZYRLcQ,ChIJKfGJqavAwoARCakNUZYRLcQ,"Dr. Robert Freed, MD",,,"1505 North Edgemont Street, Los Angeles",34.0984183,-118.2963979,northeast,34.09978073,-118.2949293,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARkqAod1CFU4s,ChIJEVAsq6vAwoARkqAod1CFU4s,"Dr. Jennifer Y. Hsu, MD",,,"1505 North Edgemont Street, Los Angeles",34.0984183,-118.2963979,northeast,34.09978073,-118.2949293,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARRhdHIQA_27Y,ChIJEVAsq6vAwoARRhdHIQA_27Y,"Dr. Robert A. Arbuckle, MD",1,1,"1505 North Edgemont Street, Los Angeles",34.0984183,-118.2963979,northeast,34.09978073,-118.2949293,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARaaw_tqquWec,ChIJEVAsq6vAwoARaaw_tqquWec,"Diane M. Yamamoto Skowron, PharmD",,,"1505 North Edgemont Street, Los Angeles",34.0984183,-118.2963979,northeast,34.09978073,-118.2949293,,1505 North Edgemont Street, Los Angeles,90027,pharmacy,health,store,,,,,,
ChIJEVAsq6vAwoARFqLZjlUdYR4,ChIJEVAsq6vAwoARFqLZjlUdYR4,"Jessica Go-Yanabu, RN",,,"1505 North Edgemont Street, Los Angeles",34.0984183,-118.2963979,northeast,34.09978073,-118.2949293,,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARg52X05Y81Jw,ChIJEVAsq6vAwoARg52X05Y81Jw,"Dr. Paul A. Turner, MD",,,"1505 North Edgemont Street, Los Angeles",34.0984183,-118.2963979,northeast,34.09978073,-118.2949293,http://healthy.kaiserpermanente.org/,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEVAsq6vAwoARL5uf-oVvBxM,ChIJEVAsq6vAwoARL5uf-oVvBxM,"Suzette Ko, PharmD",,,"1505 North Edgemont Street, Los Angeles",34.0984183,-118.2963979,northeast,34.09978073,-118.2949293,,1505 North Edgemont Street, Los Angeles,90027,pharmacy,health,store,,,,,,
ChIJBYvVqqvAwoAReh8DPSyvdDQ,ChIJBYvVqqvAwoAReh8DPSyvdDQ,Jane Y Hwang M.D.| Kaiser Permanente,5,1,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=5420229&kpSearch=,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJBYvVqqvAwoARwNFjy9t6mlg,ChIJBYvVqqvAwoARwNFjy9t6mlg,Nirmala R Gowrinathan M.D.| Kaiser Permanente,,,"1505 North Edgemont Street, Los Angeles",34.0984532,-118.2964955,northeast,34.09979808,-118.2949781,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=1965718&kpSearch=,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJX7sbUarAwoARlD7CN5XJWwU,ChIJX7sbUarAwoARlD7CN5XJWwU,Lamphu Thai Food,4.1,56,"1508 North Kenmore Avenue, Los Angeles",34.0986102,-118.2970306,northeast,34.09995678,-118.2957929,http://lamphuthai.com/,1508 North Kenmore Avenue, Los Angeles,90027,restaurant,food,,,,,,,
ChIJBYvVqqvAwoARgT1Igo476-Y,ChIJBYvVqqvAwoARgT1Igo476-Y,"Richard Boyd Williams, MD | Kaiser Permanente",,,"1505 North Edgemont Street, Los Angeles",34.0983048,-118.2965244,northeast,34.09972398,-118.2949926,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=5387412&kpSearch=,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJEzLaoKvAwoAR55pfRjKSfC4,ChIJEzLaoKvAwoAR55pfRjKSfC4,Hever Aviv MD,,,"1510 North Edgemont Street #2, Los Angeles",34.0984992,-118.2960336,northeast,34.10010103,-118.2947426,http://www.kaiserpermanente.org/,1510 North Edgemont Street #2, Los Angeles,90027,doctor,health,,,,,,,
ChIJ3_LAqqvAwoARFeRU-L8wjvc,ChIJ3_LAqqvAwoARFeRU-L8wjvc,Charles Chang M.D.| Kaiser Permanente,5,106,"1505 North Edgemont Street, Los Angeles",34.0983945,-118.2964343,northeast,34.09976883,-118.2949475,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=2186566&kpSearch=,1505 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJD0TvpavAwoARV1JUGlT6-9c,ChIJD0TvpavAwoARV1JUGlT6-9c,Stephen H Lebowitz M.D.| Kaiser Permanente,,,"1526 North Edgemont Street, Los Angeles",34.0988382,-118.2954537,northeast,34.10027053,-118.2944595,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=1312083&kpSearch=,1526 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJD0TvpavAwoARDM161zD2Hn8,ChIJD0TvpavAwoARDM161zD2Hn8,Zahler Raphael MD,,,"1526 North Edgemont Street, Los Angeles",34.0988323,-118.2954616,northeast,34.10026758,-118.2944635,http://healthy.kaiserpermanente.org/,1526 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJD0TvpavAwoARpDyQjefDA4g,ChIJD0TvpavAwoARpDyQjefDA4g,"Dr. Janet Y. Lin, MD",,,"1526 North Edgemont Street, Los Angeles",34.0988323,-118.2954616,northeast,34.10026758,-118.2944635,http://healthy.kaiserpermanente.org/,1526 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJD0TvpavAwoARAtFz50jC4JU,ChIJD0TvpavAwoARAtFz50jC4JU,"Paul Gerard Perch, MD",5,1,"1526 North Edgemont Street, Los Angeles",34.0987164,-118.2953866,northeast,34.10020963,-118.294426,https://healthy.kaiserpermanente.org/southern-california/physicians/paul-perch-2497779,1526 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJD0TvpavAwoARQdo5m7XPMm4,ChIJD0TvpavAwoARQdo5m7XPMm4,"Dr. Xunzhang Wang, MD",,,"1526 North Edgemont Street, Los Angeles",34.0988091,-118.2951164,northeast,34.10025598,-118.2942909,http://healthy.kaiserpermanente.org/,1526 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJD0TvpavAwoARdQmyQZdZysE,ChIJD0TvpavAwoARdQmyQZdZysE,"Dr. Srinivas J. Sarma, MD",,,"1526 North Edgemont Street, Los Angeles",34.0987164,-118.2953866,northeast,34.10020963,-118.294426,https://healthy.kaiserpermanente.org/southern-california,1526 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJoSifeqvAwoARd0DLHHBh8VM,ChIJoSifeqvAwoARd0DLHHBh8VM,Colin T Watanabe M.D.| Kaiser Permanente,,,"1526 North Edgemont Street, Los Angeles",34.0988382,-118.2954537,northeast,34.10027053,-118.2944595,https://healthy.kaiserpermanente.org/health/poc?uri=my-doctor:dynamic&id=3793143&kpSearch=,1526 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJD0TvpavAwoARxWubfc5RH9M,ChIJD0TvpavAwoARxWubfc5RH9M,"Dr. Brian E. Thompson, MD",1,1,"1526 North Edgemont Street, Los Angeles",34.0988323,-118.2954616,northeast,34.10026758,-118.2944635,https://healthy.kaiserpermanente.org/southern-california/physicians/brian-thompson-8100218,1526 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJoSifeqvAwoARz2NkBAKHHb8,ChIJoSifeqvAwoARz2NkBAKHHb8,Hagar James M MD,,,"1526 North Edgemont Street, Los Angeles",34.0988323,-118.2954616,northeast,34.10026758,-118.2944635,http://healthy.kaiserpermanente.org/,1526 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJD0TvpavAwoAReJgVh2Wb_bg,ChIJD0TvpavAwoAReJgVh2Wb_bg,Phan Emily MD,,,"1526 North Edgemont Street, Los Angeles",34.0988323,-118.2954616,northeast,34.10026758,-118.2944635,http://healthy.kaiserpermanente.org/,1526 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJD0TvpavAwoARNRo2gVrs_FE,ChIJD0TvpavAwoARNRo2gVrs_FE,"Dr. Donald C. Gerety, MD",5,1,"1526 North Edgemont Street, Los Angeles",34.0988311,-118.2955935,northeast,34.10026698,-118.2945294,https://healthy.kaiserpermanente.org/southern-california/physicians/donald-shaul-8271730,1526 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
ChIJD0TvpavAwoAR-bjmNXEJlVY,ChIJD0TvpavAwoAR-bjmNXEJlVY,Frankl Harold MD,,,"1526 North Edgemont Street, Los Angeles",34.0988311,-118.2955935,northeast,34.10026698,-118.2945294,,1526 North Edgemont Street, Los Angeles,90027,doctor,health,,,,,,,
