,Google_ID,Google_Name,Google_Rating,Google_Total_Ratings,geometry__location__lat,geometry__location__lng,website,address,zipcode_area,types__001,types__002,types__003,types__004,types__005,types__006,types__007,types__008,types__009,id,is_closed,url,review_count,rating,Yelp_Data_Exists,Google_Website_Exists,Both_Website_and_Yelp_Data_Exists,Either_Website_or_Yelp_Data_Exists,is_food_service,TIGER Match Type,TIGER Output Address,Tract Code,geometry,tract
2969,ChIJm48_7dXFwoARuil1SmsLmnE,Sign Installations,5.0,38.0,34.0637241,-118.1906706,https://www.facebook.com/signinstallat/,4361 Valley Boulevard,90032,store,,,,,,,,,,,,,,0,1,0,1,0.0,Exact,"4361 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.1906706 34.0637241),201402
2970,ChIJn6GQoJHFwoARS-uILGFS-Io,Lemon juice,,,34.063807000000004,-118.19057040000001,,4361 Valley Boulevard,90032,cafe,food,,,,,,,,,,,,,0,0,0,0,1.0,Exact,"4361 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.1905704 34.063807),201402
2971,ChIJB3Hor8PFwoARmmSXOi3VPa4,ZoKa Trading,,,34.063807000000004,-118.19057040000001,http://zokatrading.com/,4361 Valley Boulevard,90032,home_goods_store,store,,,,,,,,,,,,,0,1,0,1,0.0,Exact,"4361 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.1905704 34.063807),201402
2972,ChIJq6pqKW7DwoARV2m57ZyUCYg,Good Neighbors Moving Company,4.8,126.0,34.063807000000004,-118.19057040000001,https://goodneighborsmoving.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,4361 Valley Boulevard unit #011,90032,moving_company,,,,,,,,,,,,,,0,1,0,1,0.0,Exact,"4361 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.1905704 34.063807),201402
2973,ChIJhbMOTnfFwoAR1G51dCJkWw8,Bulletproof Field Marketing,,,34.063807000000004,-118.19057040000001,,4361 Valley Boulevard,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4361 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.1905704 34.063807),201402
2974,ChIJv0cHVA7FwoARXjauaZAyUHI,Akula Packing&Shipping Supplies,5.0,3.0,34.063807000000004,-118.19057040000001,http://akulapss.com/,4361 Valley Boulevard f1,90032,,,,,,,,,,,,,,,0,1,0,1,,Exact,"4361 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.1905704 34.063807),201402
2975,ChIJbyX4k9nFwoAR3CgKmVZ1jaY,R&S TOWING,5.0,6.0,34.063807000000004,-118.19057040000001,,4361 Valley Boulevard #6,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4361 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.1905704 34.063807),201402
2976,ChIJd8LxGdrFwoARZXe4U5veZZE,HQ Manpower Services,,,34.063697499999996,-118.1907503,,4351 East Valley Boulevard #23,90032,store,,,,,,,,,,,,,,0,0,0,0,0.0,Non_Exact,"4351 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.1907503 34.0636975),201402
2977,ChIJ8SGSSsLFwoARrYeuYGr1a2I,Utility Box,,,34.0633101,-118.1898625,,4401 East Valley Boulevard,90032,,,,,,,,,,,,,,,0,0,0,0,,Non_Exact,"4401 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.1898625 34.0633101),201402
2978,ChIJmz6oJ6GVwoARL3VpkVbPH8s,Inter Video,5.0,8.0,34.0652103,-118.19075690000001,https://intervideo.co/,1919 Vineburn Avenue #018,90032,,,,,,,,,,VmI-FHZHiQuKQtSp_Ln19Q,False,https://www.yelp.com/biz/inter-video-los-angeles-los-angeles?adjust_creative=Jipkfx4c4CnSK1Cz7nLQbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Jipkfx4c4CnSK1Cz7nLQbQ,3.0,3.5,1,1,1,1,,Exact,"1919 VINEBURN AVE, LOS ANGELES, CA, 90032",201402.0,POINT (-118.1907569 34.0652103),201402
2979,ChIJG5XGqcPFwoARcmdn00MGIk8,Flo Charging Station,,,34.063514,-118.19118,https://flo.ca/,4349 East Valley Boulevard,90032,,,,,,,,,,,,,,,0,1,0,1,,Non_Exact,"4349 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.19118 34.063514),201402
2980,ChIJ4ZPGqcPFwoAR4iqZbW-UAp4,Electric Circuit Charging Station,,,34.0635148,-118.1911809,https://lecircuitelectrique.com/,4351 Valley Boulevard,90032,,,,,,,,,,,,,,,0,1,0,1,,Exact,"4351 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.1911809 34.0635148),201402
2981,ChIJ_xKxE8PFwoARmk5yfpK5epA,INTI Energy Solutions,,,34.064180900000004,-118.1922591,,4301 Valley Boulevard,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4301 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.1922591 34.0641809),201402
2982,ChIJ_xKxE8PFwoARodiRP9EyTt4,HooGo INC,,,34.064180900000004,-118.1922591,,4301 East Valley Boulevard,90032,electronics_store,store,,,,,,,,,,,,,0,0,0,0,0.0,Non_Exact,"4301 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.1922591 34.0641809),201402
2983,ChIJ62j_c8PFwoAREwDDp7xzlB8,Spira Inc.,5.0,1.0,34.0638227,-118.19173300000001,http://spira.com/,4335 East Valley Boulevard,90032,shoe_store,store,,,,,,,,,,,,,0,1,0,1,0.0,Non_Exact,"4335 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.191733 34.0638227),201402
2984,ChIJ3dKJZADFwoARqRy4GtCqAKA,Y'GChimney&DryerVentCleaning,,,34.0645653,-118.1916226,https://ygchimneydryerventcleaning.business.site/,4335 East Valley Boulevard,90032,,,,,,,,,,,,,,,0,1,0,1,,Non_Exact,"4335 VALLEY BLVD, LOS ANGELES, CA, 90032",201402.0,POINT (-118.1916226 34.0645653),201402
2985,ChIJb3bgsdzFwoARPHS7vEUiOHM,FLO Charging Station,,,34.0641974,-118.19462040000002,,4050 Valley Boulevard,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4050 VALLEY BLVD, LOS ANGELES, CA, 90032",203100.0,POINT (-118.1946204 34.0641974),201402
2986,ChIJpZi9qNzFwoARSfqqXhgVbVY,Ses,,,34.0644921,-118.1948508,,,90032,,,,,,,,,,,,,,,0,0,0,0,,,,,POINT (-118.1948508 34.0644921),201402
2987,ChIJsYX2a9vFwoARE9lRjTCclKs,Nicoloff John T MD,,,34.065472,-118.19599299999999,,1840 North Soto Street # 1,90032,doctor,health,,,,,,,,,,,,,0,0,0,0,0.0,Exact,"1840 N SOTO ST, LOS ANGELES, CA, 90032",201402.0,POINT (-118.195993 34.065472),201402
2988,ChIJ___zLbPFwoARbXKXYLx94CE,Knight FX,,,34.084931700000006,-118.1744128,http://www.knightfx.net/contact/,4993 Twining Street,90032,store,,,,,,,,,,,,,,0,1,0,1,0.0,Exact,"4993 TWINING ST, LOS ANGELES, CA, 90032",201503.0,POINT (-118.1744128 34.08493170000001),201503
2989,ChIJp6gUkUnFwoARFZYnfRwdCMA,C.R. Drayage,,,34.084817,-118.1745591,,4987 Twining Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4987 TWINING ST, LOS ANGELES, CA, 90032",201503.0,POINT (-118.1745591 34.084817),201503
2990,ChIJGcAf8bLFwoARXMPLUvg2r30,Kree8tions,2.0,1.0,34.08342639999999,-118.17277890000001,http://www.kree8tions.com,3226 Portola Avenue,90032,clothing_store,store,,,,,,,,,,,,,0,1,0,1,0.0,Exact,"3226 PORTOLA AVE, LOS ANGELES, CA, 90032",201503.0,POINT (-118.1727789 34.08342639999999),201503
2991,ChIJW0O5lLLFwoARjLehOC5LXt4,American Elevator Co,5.0,2.0,34.084039000000004,-118.171986,,3326 Linda Vista Terrace,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"3326 LINDA VISTA TER, LOS ANGELES, CA, 90032",201503.0,POINT (-118.171986 34.084039),201503
2992,ChIJoStOq_fFwoARIqVmwghdjHs,See Fashion Place LLC,,,34.0828641,-118.1696379,,3193 Budau Avenue,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"3193 BUDAU AVE, LOS ANGELES, CA, 90032",201504.0,POINT (-118.1696379 34.0828641),201504
2993,ChIJH5hWyMPFwoARgfdHUJJ1z-0,Lucky Liquor Market,5.0,1.0,34.078628,-118.166379,,5469 Alhambra Avenue,90032,grocery_or_supermarket,food,store,,,,,,,,,,,,0,0,0,0,1.0,Non_Exact,"5469 E ALHAMBRA AVE, LOS ANGELES, CA, 90032",201602.0,POINT (-118.166379 34.078628),201602
2994,ChIJsTLcO6_FwoAR93MVjgov-ps,New Metro Tile Company,4.6,25.0,34.0788141,-118.1659217,http://newmetrotile.com/,5477 Alhambra Avenue,90032,home_goods_store,general_contractor,store,,,,,,,OdP780tl02PvfkcHnv3z-A,False,https://www.yelp.com/biz/new-metro-tile-company-los-angeles?adjust_creative=Jipkfx4c4CnSK1Cz7nLQbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Jipkfx4c4CnSK1Cz7nLQbQ,36.0,4.5,1,1,1,1,0.0,Non_Exact,"5477 E ALHAMBRA AVE, LOS ANGELES, CA, 90032",201602.0,POINT (-118.1659217 34.0788141),201602
2995,ChIJI7EIy6jFwoARdPUHBd2D3Us,Luludew Diapers & Delivery Service,5.0,12.0,34.0786111,-118.165,http://www.luludew.com/,5508 Alhambra Avenue,90032,,,,,,,,,,2jXlVveJwrn6Q6iupaOtRA,False,https://www.yelp.com/biz/luludew-organic-diaper-service-los-angeles-2?adjust_creative=Jipkfx4c4CnSK1Cz7nLQbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Jipkfx4c4CnSK1Cz7nLQbQ,69.0,5.0,1,1,1,1,,Exact,"5508 ALHAMBRA AVE, LOS ANGELES, CA, 90032",201602.0,POINT (-118.165 34.0786111),201602
2996,ChIJfw7ywKjFwoARosqR3O4vPhc,Blakely Co Inc,5.0,2.0,34.0791383,-118.16413519999999,http://theblakelyco.com/,5533 Alhambra Avenue,90032,painter,,,,,,,,,,,,,,0,1,0,1,0.0,Non_Exact,"5533 E ALHAMBRA AVE, LOS ANGELES, CA, 90032",201602.0,POINT (-118.1641352 34.0791383),201602
2997,ChIJ4U9Vx6jFwoARLbXpoLnqN4A,SOS Recycling Inc,4.0,64.0,34.078796999999994,-118.16376100000001,http://www.recyclingcenters.org/,5540 Alhambra Avenue,90032,,,,,,,,,,Y8hYCERS5ASK037xsujSrQ,False,https://www.yelp.com/biz/sos-recycling-los-angeles?adjust_creative=Jipkfx4c4CnSK1Cz7nLQbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Jipkfx4c4CnSK1Cz7nLQbQ,3.0,3.5,1,1,1,1,,Exact,"5540 ALHAMBRA AVE, LOS ANGELES, CA, 90032",201602.0,POINT (-118.163761 34.07879699999999),201602
2998,ChIJfSC9zKjFwoAREWGx6V4_1zg,Exclusive Fast Car Wash,4.3,95.0,34.078978899999996,-118.16494440000001,,5509 Alhambra Avenue,90032,car_wash,,,,,,,,,UfDvCLlnjE0zBM43c2FpGA,False,https://www.yelp.com/biz/exclusive-car-wash-los-angeles?adjust_creative=Jipkfx4c4CnSK1Cz7nLQbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Jipkfx4c4CnSK1Cz7nLQbQ,309.0,4.0,1,0,0,1,0.0,Non_Exact,"5509 E ALHAMBRA AVE, LOS ANGELES, CA, 90032",201602.0,POINT (-118.1649444 34.0789789),201602
2999,ChIJ1xtUzKjFwoAR45emmAVazw0,Timbrello's Auto Body,4.8,15.0,34.0790386,-118.16471820000001,http://www.timbrellosautobody.com/,5513 Alhambra Avenue,90032,car_repair,,,,,,,,,FCyzEFSDnarsUrmj91Zdjw,True,https://www.yelp.com/biz/ortiz-auto-body-los-angeles?adjust_creative=Jipkfx4c4CnSK1Cz7nLQbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Jipkfx4c4CnSK1Cz7nLQbQ,6.0,3.0,1,1,1,1,0.0,Non_Exact,"5513 E ALHAMBRA AVE, LOS ANGELES, CA, 90032",201602.0,POINT (-118.1647182 34.0790386),201602
3000,ChIJLZBXQETFwoARdyJxtWz7vhk,Intoxalock Ignition Interlock,,,34.0790846,-118.1647939,https://www.intoxalock.com/locations/ca/los-angeles/5513-alhambra-avenue-6797?utm_medium=yext&utm_source=GMB&y_source=1_MTUzNzkzNDEtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,5513 Alhambra Avenue,90032,car_repair,,,,,,,,,,,,,,0,1,0,1,0.0,Non_Exact,"5513 E ALHAMBRA AVE, LOS ANGELES, CA, 90032",201602.0,POINT (-118.1647939 34.0790846),201602
3001,ChIJ58-2Mq_FwoARLq0UdJZFENY,Deliciosas Pupusas inside car wash,4.9,16.0,34.0791523,-118.1649604,,5509 Alhambra Avenue,90032,restaurant,food,,,,,,,,YiejkZs2og7msPPZG0FpzQ,False,https://www.yelp.com/biz/deliciosas-pupusas-los-angeles?adjust_creative=Jipkfx4c4CnSK1Cz7nLQbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Jipkfx4c4CnSK1Cz7nLQbQ,3.0,5.0,1,0,0,1,1.0,Non_Exact,"5509 E ALHAMBRA AVE, LOS ANGELES, CA, 90032",201602.0,POINT (-118.1649604 34.0791523),201602
3002,ChIJX-mCgxnFwoAR8QNIL-n2AwA,W'EChimney&DryerVentCleaning,4.3,6.0,34.0791566,-118.164952,https://wechimneydryerventcleaning-chimney-sweep.business.site/,5509 Alhambra Avenue,90032,,,,,,,,,,,,,,,0,1,0,1,,Non_Exact,"5509 E ALHAMBRA AVE, LOS ANGELES, CA, 90032",201602.0,POINT (-118.164952 34.0791566),201602
3003,ChIJ00pG1N3FwoARATZen1dxlDM,D & H Dispensary,,,34.078396999999995,-118.165535,,5478 Alhambra Avenue,90032,store,,,,,,,,,,,,,,0,0,0,0,0.0,Exact,"5478 ALHAMBRA AVE, LOS ANGELES, CA, 90032",201602.0,POINT (-118.165535 34.078397),201602
3004,ChIJmcb-mn3FwoARc75WCn8pRRE,Gms auto body,,,34.078682,-118.16375990000002,,5540 Alhambra Avenue,90032,car_repair,,,,,,,,,EifXEAPJWH8Nt1GOMn8uWg,False,https://www.yelp.com/biz/gms-auto-spot-los-angeles?adjust_creative=Jipkfx4c4CnSK1Cz7nLQbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Jipkfx4c4CnSK1Cz7nLQbQ,2.0,5.0,1,0,0,1,0.0,Exact,"5540 ALHAMBRA AVE, LOS ANGELES, CA, 90032",201602.0,POINT (-118.1637599 34.078682),201602
3005,ChIJ_aIONQDFwoARgnW2J2lljCg,GMS Auto shop,5.0,4.0,34.078682,-118.16375990000002,,in the back of recycling center,90032,car_repair,,,,,,,,,,,,,,0,0,0,0,0.0,,,,POINT (-118.1637599 34.078682),201602
3006,ChIJVaGDP6_FwoART3nu-_9eRHQ,Santana Furniture Inc,,,34.078159899999996,-118.166142,,5466 Alhambra Avenue,90032,furniture_store,home_goods_store,store,,,,,,,,,,,,0,0,0,0,0.0,Exact,"5466 ALHAMBRA AVE, LOS ANGELES, CA, 90032",201602.0,POINT (-118.166142 34.0781599),201602
3007,ChIJO9KlM03EwoARk4bHdF-ElSs,Minims Fathers,3.0,2.0,34.085658,-118.172903,,3431 Portola Avenue,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"3431 PORTOLA AVE, LOS ANGELES, CA, 90032",201503.0,POINT (-118.172903 34.085658),201503
3008,ChIJxweiN03EwoARSBfYJxxkrLI,All Saints Parish Hall,4.8,6.0,34.0862524,-118.17239939999999,,3470 Portola Avenue,90032,church,place_of_worship,,,,,,,,h6y1srT1I01iM3KmOMvdEQ,False,https://www.yelp.com/biz/all-saints-catholic-school-los-angeles?adjust_creative=Jipkfx4c4CnSK1Cz7nLQbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Jipkfx4c4CnSK1Cz7nLQbQ,8.0,5.0,1,0,0,1,0.0,Exact,"3470 PORTOLA AVE, LOS ANGELES, CA, 90032",201503.0,POINT (-118.1723994 34.0862524),201503
3009,ChIJwfzuA2XFwoARAMpRuI7TyJ4,Casa Ey vides,,,34.0849088,-118.1664928,,5366 Templeton Street,90032,lodging,,,,,,,,,,,,,,0,0,0,0,1.0,Exact,"5366 TEMPLETON ST, LOS ANGELES, CA, 90032",201501.0,POINT (-118.1664928 34.0849088),201501
3010,ChIJ0YAcOxjFwoARzKCO7yxv-g8,Tacos el Chavo al Carbon!,4.5,2.0,34.0848436,-118.1662317,,5370 Templeton Street,90032,food,,,,,,,,,Eels31LLaSCPtJsJl73zVQ,False,https://www.yelp.com/biz/tacos-al-carb%C3%B3n-el-chavo-los-angeles?adjust_creative=Jipkfx4c4CnSK1Cz7nLQbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Jipkfx4c4CnSK1Cz7nLQbQ,15.0,4.5,1,0,0,1,1.0,Exact,"5370 TEMPLETON ST, LOS ANGELES, CA, 90032",201501.0,POINT (-118.1662317 34.0848436),201501
3011,ChIJveyBYd_FwoARYFYWEunwhaw,Grooming by Martinique,5.0,2.0,34.0822707,-118.16659740000001,http://groomingbymartinique.com/?utm_source=gmb&utm_medium=referral,5315 Hyde Street,90032,,,,,,,,,,,,,,,0,1,0,1,,Exact,"5315 HYDE ST, LOS ANGELES, CA, 90032",201501.0,POINT (-118.1665974 34.0822707),201501
3012,ChIJ07T06KDFwoARyDhKwOvPgN8,Tienda,,,34.080681,-118.16615049999999,,5308 Allan Street,90032,store,,,,,,,,,,,,,,0,0,0,0,0.0,Exact,"5308 ALLAN ST, LOS ANGELES, CA, 90032",201602.0,POINT (-118.1661505 34.080681),201602
3013,ChIJhZsyqGTFwoAR_waCEmGDmJc,Los Angeles Best Electrical Service,4.9,28.0,34.082928100000004,-118.1887507,https://los-angeles-best-electrical-service.business.site/?utm_source=gmb&utm_medium=referral,4460 Huntington Drive South #1882,90032,electrician,,,,,,,,,,,,,,0,1,0,1,0.0,Exact,"4460 HUNTINGTON DR S, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1887507 34.0829281),201401
3014,ChIJHcZRWe7FwoAR246Ve-ftykc,Anita HRPro LLC,,,34.082978600000004,-118.1832334,,4736 Grey Drive,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4736 GREY DR, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1832334 34.0829786),201401
3015,ChIJ_aD93e3FwoARreEj6ko3inI,Mqwx Health,,,34.082224,-118.18337050000001,,4620 Zane Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4620 ZANE ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1833705 34.082224),201401
3016,ChIJJ4nTnrHFwoARRH0T88Zeufs,Jqwx Store,,,34.082224,-118.18337050000001,http://www.brightmoments4kids.org/,4620 Zane Street,90032,store,,,,,,,,,,,,,,0,1,0,1,0.0,Exact,"4620 ZANE ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1833705 34.082224),201401
3017,ChIJ0cBFwavFwoARkycAmF5LJ7c,Diana lugo,,,34.0838008,-118.184531,,3341 Edloft Avenue,90032,lodging,,,,,,,,,,,,,,0,0,0,0,1.0,Exact,"3341 EDLOFT AVE, LOS ANGELES, CA, 90032",201401.0,POINT (-118.184531 34.0838008),201401
3018,ChIJ02JiQrXFwoARJhfjSV2wRtI,Hilltop Colony HOA,3.8,17.0,34.082813200000004,-118.1818237,,4760 Templeton Street,90032,,,,,,,,,,hqiodwQoJ8byn00OHlyebA,False,https://www.yelp.com/biz/hilltop-colony-hoa-los-angeles?adjust_creative=Jipkfx4c4CnSK1Cz7nLQbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Jipkfx4c4CnSK1Cz7nLQbQ,1.0,5.0,1,0,0,1,,Exact,"4760 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1818237 34.0828132),201401
3019,ChIJLcPYRbXFwoAR5AV8ClF-31Y,"Hyun J. Jin, PA",,,34.082709799999996,-118.1813368,,4755 Templeton Street,90032,doctor,health,,,,,,,,,,,,,0,0,0,0,0.0,Exact,"4755 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1813368 34.0827098),201401
3020,ChIJt5YgZrzFwoARjnqNyd9ScqQ,Deslampertn punp,,,34.082945,-118.1818395,,4760 Templeton Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4760 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1818395 34.082945),201401
3021,ChIJRXqYLSDFwoARNLOL4qRXmEU,Deslampertn clothing,,,34.082945,-118.1818395,,4760 Templeton Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4760 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1818395 34.082945),201401
3022,ChIJqSVuc6XFwoARF5pgUfhh1K0,Deslampertn seed,,,34.082945,-118.1818395,,4760 Templeton Street,90032,food,,,,,,,,,,,,,,0,0,0,0,1.0,Exact,"4760 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1818395 34.082945),201401
3023,ChIJ7fiJdZ3FwoARa_w5xs2cqcg,Deslampertn ice,,,34.082945,-118.1818395,,4760 Templeton Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4760 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1818395 34.082945),201401
3024,ChIJ_7E-E_7FwoAR0tXWJvFJFJU,Deslampertn boat,,,34.082945,-118.1818395,,4760 Templeton Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4760 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1818395 34.082945),201401
3025,ChIJ94L88B_FwoARRaMqKPzIhQs,Deslampertn organic,,,34.082945,-118.1818395,,4760 Templeton Street,90032,store,,,,,,,,,,,,,,0,0,0,0,0.0,Exact,"4760 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1818395 34.082945),201401
3026,ChIJYf8DY_jFwoARlvCsedCTT5o,Deslampertn Fuel,,,34.082945,-118.1818395,,4760 Templeton Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4760 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1818395 34.082945),201401
3027,ChIJ8xoKS4nFwoARQhrBT_odwYE,Deslampertn club,,,34.082945,-118.1818395,,4760 Templeton Street,90032,store,,,,,,,,,,,,,,0,0,0,0,0.0,Exact,"4760 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1818395 34.082945),201401
3028,ChIJbVni5T_FwoAR69ZRadCFcgU,Desiamertshn seed,,,34.0816259,-118.18071979999999,,4768 Templeton Street,90032,food,,,,,,,,,,,,,,0,0,0,0,1.0,Exact,"4768 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1807198 34.0816259),201401
3029,ChIJmYXsqCnFwoARb_cDWOMMDH4,Desiamertshn basket,,,34.0816259,-118.18071979999999,,4768 Templeton Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4768 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1807198 34.0816259),201401
3030,ChIJe2xrihnFwoAR7bn5fuU0Nng,Desiamertshn pump,,,34.0816259,-118.18071979999999,,4768 Templeton Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4768 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1807198 34.0816259),201401
3031,ChIJ0fXs9R3FwoAR3H2Bbas7BOQ,Desiamertshn club,,,34.0816259,-118.18071979999999,,4768 Templeton Street,90032,store,,,,,,,,,,,,,,0,0,0,0,0.0,Exact,"4768 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1807198 34.0816259),201401
3032,ChIJkQOPLrHFwoARip31ayF6PaI,Desiamertshn Warehouse,,,34.0816259,-118.18071979999999,,4768 Templeton Street,90032,storage,,,,,,,,,,,,,,0,0,0,0,0.0,Exact,"4768 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1807198 34.0816259),201401
3033,ChIJv-vEbDTFwoARw_gvsxGytwc,Desiamertshn ice,,,34.0816259,-118.18071979999999,,4768 Templeton Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4768 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1807198 34.0816259),201401
3034,ChIJn9l8Q0bFwoARnyHLndGPtMc,Desiamertshn fuel,,,34.0816259,-118.18071979999999,,4768 Templeton Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4768 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1807198 34.0816259),201401
3035,ChIJ9YrOh0jFwoARWJ3vjE2MQus,Desiamertshn organic,,,34.0816259,-118.18071979999999,,4768 Templeton Street,90032,store,,,,,,,,,,,,,,0,0,0,0,0.0,Exact,"4768 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1807198 34.0816259),201401
3036,ChIJO_FfL4XFwoARvfo2MsAFAIs,Desiamertshn boat,,,34.0816259,-118.18071979999999,,4768 Templeton Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4768 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1807198 34.0816259),201401
3037,ChIJy7Cl-L_FwoARUuxLO6EMjVI,Gasalonaikanu Ice,,,34.08162539999999,-118.18078229999999,,4764 Templeton Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4764 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1807823 34.08162539999999),201401
3038,ChIJg69bniPFwoARD7SsA5gIju8,Gasalonaikanu Seed,,,34.08162539999999,-118.18078229999999,,4764 Templeton Street,90032,food,,,,,,,,,,,,,,0,0,0,0,1.0,Exact,"4764 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1807823 34.08162539999999),201401
3039,ChIJG6IE7i3FwoARfPpxrRy8SnI,Geslamdsert Envelope,,,34.0816253,-118.1807872,,4762 Templeton Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4762 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1807872 34.0816253),201401
3040,ChIJjxpp1AnFwoAR_ZhLvlcYs8k,Geslamdsert Pump,,,34.0816253,-118.1807872,,4762 Templeton Street,90032,,,,,,,,,,,,,,,0,0,0,0,,Exact,"4762 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1807872 34.0816253),201401
3041,ChIJP6PTcoXFwoARTYCD6x44tFU,Geslamdsert Seed,,,34.0816253,-118.1807872,,4762 Templeton Street,90032,food,,,,,,,,,,,,,,0,0,0,0,1.0,Exact,"4762 TEMPLETON ST, LOS ANGELES, CA, 90032",201401.0,POINT (-118.1807872 34.0816253),201401
